確定病名,發病年份,發病週別,縣市,鄉鎮,性別,是否為境外移入,年齡層,確定病例數
嚴重特殊傳染性肺炎,2022,14,台北市,士林區,F,否,50-54,1
嚴重特殊傳染性肺炎,2022,14,台北市,中山區,F,否,50-54,1
嚴重特殊傳染性肺炎,2022,14,台北市,內湖區,F,否,50-54,1
嚴重特殊傳染性肺炎,2022,14,台北市,北投區,F,否,50-54,1
嚴重特殊傳染性肺炎,2022,14,台北市,信義區,F,否,50-54,1
嚴重特殊傳染性肺炎,2022,14,台北市,萬華區,F,否,50-54,1
嚴重特殊傳染性肺炎,2022,14,台北市,士林區,F,否,55-59,1
嚴重特殊傳染性肺炎,2022,14,台北市,大安區,F,否,55-59,1
嚴重特殊傳染性肺炎,2022,14,台北市,中正區,F,否,55-59,2
嚴重特殊傳染性肺炎,2022,14,台北市,內湖區,F,否,55-59,2
嚴重特殊傳染性肺炎,2022,14,台北市,文山區,F,否,55-59,1
嚴重特殊傳染性肺炎,2022,14,台北市,北投區,F,否,55-59,1
嚴重特殊傳染性肺炎,2022,14,台北市,南港區,F,否,55-59,1
嚴重特殊傳染性肺炎,2022,14,台北市,大安區,F,否,5-9,1
嚴重特殊傳染性肺炎,2022,14,台北市,中山區,F,否,5-9,2
嚴重特殊傳染性肺炎,2022,14,台北市,中正區,F,否,5-9,1
嚴重特殊傳染性肺炎,2022,14,台北市,內湖區,F,否,5-9,3
嚴重特殊傳染性肺炎,2022,14,台北市,北投區,F,否,5-9,6
嚴重特殊傳染性肺炎,2022,14,台北市,信義區,F,否,5-9,1
嚴重特殊傳染性肺炎,2022,14,台北市,士林區,F,否,60-64,1
嚴重特殊傳染性肺炎,2022,14,台北市,大安區,F,否,60-64,1
嚴重特殊傳染性肺炎,2022,14,台北市,中山區,F,否,60-64,4
嚴重特殊傳染性肺炎,2022,14,台北市,中正區,F,否,60-64,1
嚴重特殊傳染性肺炎,2022,14,台北市,內湖區,F,否,60-64,1
嚴重特殊傳染性肺炎,2022,14,台北市,北投區,F,否,60-64,1
嚴重特殊傳染性肺炎,2022,14,台北市,南港區,F,否,60-64,1
嚴重特殊傳染性肺炎,2022,14,台北市,大同區,F,否,65-69,2
嚴重特殊傳染性肺炎,2022,14,台北市,中山區,F,否,65-69,1
嚴重特殊傳染性肺炎,2022,14,台北市,中山區,F,否,70+,1
嚴重特殊傳染性肺炎,2022,14,台北市,松山區,F,否,70+,1
嚴重特殊傳染性肺炎,2022,14,台北市,大安區,M,否,1,2
嚴重特殊傳染性肺炎,2022,14,台北市,北投區,M,否,1,1
嚴重特殊傳染性肺炎,2022,14,台北市,大安區,M,否,10-14,1
嚴重特殊傳染性肺炎,2022,14,台北市,內湖區,M,否,10-14,1
嚴重特殊傳染性肺炎,2022,14,台北市,文山區,M,否,10-14,1
嚴重特殊傳染性肺炎,2022,14,台北市,北投區,M,否,10-14,7
嚴重特殊傳染性肺炎,2022,14,台北市,信義區,M,否,10-14,2
嚴重特殊傳染性肺炎,2022,14,台北市,中山區,M,否,15-19,1
嚴重特殊傳染性肺炎,2022,14,台北市,松山區,M,否,15-19,1
嚴重特殊傳染性肺炎,2022,14,台北市,信義區,M,否,15-19,2
嚴重特殊傳染性肺炎,2022,14,台北市,南港區,M,否,15-19,1
嚴重特殊傳染性肺炎,2022,14,台北市,萬華區,M,否,15-19,4
嚴重特殊傳染性肺炎,2022,14,台北市,南港區,M,否,2,1
嚴重特殊傳染性肺炎,2022,14,台北市,士林區,M,否,20-24,3
嚴重特殊傳染性肺炎,2022,14,台北市,大同區,M,否,20-24,4
嚴重特殊傳染性肺炎,2022,14,台北市,中山區,M,否,20-24,5
嚴重特殊傳染性肺炎,2022,14,台北市,內湖區,M,否,20-24,1
嚴重特殊傳染性肺炎,2022,14,台北市,北投區,M,否,20-24,2
嚴重特殊傳染性肺炎,2022,14,台北市,松山區,M,否,20-24,3
嚴重特殊傳染性肺炎,2022,14,台北市,信義區,M,否,20-24,2
嚴重特殊傳染性肺炎,2022,14,台北市,南港區,M,否,20-24,2
嚴重特殊傳染性肺炎,2022,14,台北市,萬華區,M,否,20-24,6
嚴重特殊傳染性肺炎,2022,14,台北市,士林區,M,否,25-29,1
嚴重特殊傳染性肺炎,2022,14,台北市,大同區,M,否,25-29,4
嚴重特殊傳染性肺炎,2022,14,台北市,大安區,M,否,25-29,4
嚴重特殊傳染性肺炎,2022,14,台北市,中山區,M,否,25-29,7
嚴重特殊傳染性肺炎,2022,14,台北市,中正區,M,否,25-29,1
嚴重特殊傳染性肺炎,2022,14,台北市,內湖區,M,否,25-29,2
嚴重特殊傳染性肺炎,2022,14,台北市,文山區,M,否,25-29,2
嚴重特殊傳染性肺炎,2022,14,台北市,北投區,M,否,25-29,2
嚴重特殊傳染性肺炎,2022,14,台北市,松山區,M,否,25-29,2
嚴重特殊傳染性肺炎,2022,14,台北市,信義區,M,否,25-29,5
嚴重特殊傳染性肺炎,2022,14,台北市,南港區,M,否,25-29,1
嚴重特殊傳染性肺炎,2022,14,台北市,萬華區,M,否,25-29,3
嚴重特殊傳染性肺炎,2022,14,台北市,中正區,M,否,3,1
嚴重特殊傳染性肺炎,2022,14,台北市,士林區,M,否,30-34,1
嚴重特殊傳染性肺炎,2022,14,台北市,大同區,M,否,30-34,1
嚴重特殊傳染性肺炎,2022,14,台北市,中山區,M,否,30-34,3
嚴重特殊傳染性肺炎,2022,14,台北市,內湖區,M,否,30-34,2
嚴重特殊傳染性肺炎,2022,14,台北市,文山區,M,否,30-34,2
嚴重特殊傳染性肺炎,2022,14,台北市,北投區,M,否,30-34,6
嚴重特殊傳染性肺炎,2022,14,台北市,信義區,M,否,30-34,2
嚴重特殊傳染性肺炎,2022,14,台北市,南港區,M,否,30-34,2
嚴重特殊傳染性肺炎,2022,14,台北市,萬華區,M,否,30-34,6
嚴重特殊傳染性肺炎,2022,14,台北市,士林區,M,否,35-39,3
嚴重特殊傳染性肺炎,2022,14,台北市,大安區,M,否,35-39,2
嚴重特殊傳染性肺炎,2022,14,台北市,中山區,M,否,35-39,8
嚴重特殊傳染性肺炎,2022,14,台北市,中正區,M,否,35-39,2
嚴重特殊傳染性肺炎,2022,14,台北市,內湖區,M,否,35-39,1
嚴重特殊傳染性肺炎,2022,14,台北市,北投區,M,否,35-39,3
嚴重特殊傳染性肺炎,2022,14,台北市,松山區,M,否,35-39,2
嚴重特殊傳染性肺炎,2022,14,台北市,信義區,M,否,35-39,3
嚴重特殊傳染性肺炎,2022,14,台北市,萬華區,M,否,35-39,1
嚴重特殊傳染性肺炎,2022,14,台北市,文山區,M,否,4,1
嚴重特殊傳染性肺炎,2022,14,台北市,士林區,M,否,40-44,1
嚴重特殊傳染性肺炎,2022,14,台北市,大安區,M,否,40-44,1
嚴重特殊傳染性肺炎,2022,14,台北市,中山區,M,否,40-44,3
嚴重特殊傳染性肺炎,2022,14,台北市,內湖區,M,否,40-44,2
嚴重特殊傳染性肺炎,2022,14,台北市,文山區,M,否,40-44,1
嚴重特殊傳染性肺炎,2022,14,台北市,北投區,M,否,40-44,2
嚴重特殊傳染性肺炎,2022,14,台北市,松山區,M,否,40-44,1
嚴重特殊傳染性肺炎,2022,14,台北市,信義區,M,否,40-44,2
嚴重特殊傳染性肺炎,2022,14,台北市,南港區,M,否,40-44,1
嚴重特殊傳染性肺炎,2022,14,台北市,士林區,M,否,45-49,1
嚴重特殊傳染性肺炎,2022,14,台北市,大安區,M,否,45-49,1
嚴重特殊傳染性肺炎,2022,14,台北市,中山區,M,否,45-49,1
嚴重特殊傳染性肺炎,2022,14,台北市,北投區,M,否,45-49,1
嚴重特殊傳染性肺炎,2022,14,台北市,信義區,M,否,45-49,2
嚴重特殊傳染性肺炎,2022,14,台北市,南港區,M,否,45-49,2
嚴重特殊傳染性肺炎,2022,14,台北市,大安區,M,否,50-54,2
嚴重特殊傳染性肺炎,2022,14,台北市,內湖區,M,否,50-54,1
嚴重特殊傳染性肺炎,2022,14,台北市,文山區,M,否,50-54,1
嚴重特殊傳染性肺炎,2022,14,台北市,北投區,M,否,50-54,2
嚴重特殊傳染性肺炎,2022,14,台北市,松山區,M,否,50-54,1
嚴重特殊傳染性肺炎,2022,14,台北市,萬華區,M,否,50-54,2
嚴重特殊傳染性肺炎,2022,14,台北市,士林區,M,否,55-59,1
嚴重特殊傳染性肺炎,2022,14,台北市,中山區,M,否,55-59,1
嚴重特殊傳染性肺炎,2022,14,台北市,中正區,M,否,55-59,1
嚴重特殊傳染性肺炎,2022,14,台北市,內湖區,M,否,55-59,1
嚴重特殊傳染性肺炎,2022,14,台北市,文山區,M,否,55-59,1
嚴重特殊傳染性肺炎,2022,14,台北市,北投區,M,否,55-59,1
嚴重特殊傳染性肺炎,2022,14,台北市,松山區,M,否,55-59,1
嚴重特殊傳染性肺炎,2022,14,台北市,士林區,M,否,5-9,2
嚴重特殊傳染性肺炎,2022,14,台北市,中山區,M,否,5-9,5
嚴重特殊傳染性肺炎,2022,14,台北市,內湖區,M,否,5-9,3
嚴重特殊傳染性肺炎,2022,14,台北市,文山區,M,否,5-9,1
嚴重特殊傳染性肺炎,2022,14,台北市,北投區,M,否,5-9,2
嚴重特殊傳染性肺炎,2022,14,台北市,松山區,M,否,5-9,1
嚴重特殊傳染性肺炎,2022,14,台北市,士林區,M,否,60-64,3
嚴重特殊傳染性肺炎,2022,14,台北市,大同區,M,否,60-64,1
嚴重特殊傳染性肺炎,2022,14,台北市,中山區,M,否,60-64,2
嚴重特殊傳染性肺炎,2022,14,台北市,北投區,M,否,60-64,1
嚴重特殊傳染性肺炎,2022,14,台北市,大同區,M,否,65-69,1
嚴重特殊傳染性肺炎,2022,14,台北市,中山區,M,否,65-69,1
嚴重特殊傳染性肺炎,2022,14,台北市,中正區,M,否,65-69,1
嚴重特殊傳染性肺炎,2022,14,台北市,中山區,M,否,70+,1
嚴重特殊傳染性肺炎,2022,14,台北市,中正區,M,否,70+,2
嚴重特殊傳染性肺炎,2022,14,台東縣,長濱鄉,F,否,60-64,1
嚴重特殊傳染性肺炎,2022,14,台東縣,關山鎮,F,否,65-69,1
嚴重特殊傳染性肺炎,2022,14,台東縣,長濱鄉,M,否,20-24,1
嚴重特殊傳染性肺炎,2022,14,台南市,永康區,F,否,10-14,1
嚴重特殊傳染性肺炎,2022,14,台南市,歸仁區,F,否,15-19,1
嚴重特殊傳染性肺炎,2022,14,台南市,歸仁區,F,否,20-24,1
嚴重特殊傳染性肺炎,2022,14,台南市,鹽水區,F,否,20-24,1
嚴重特殊傳染性肺炎,2022,14,台南市,歸仁區,F,否,25-29,1
嚴重特殊傳染性肺炎,2022,14,台南市,北區,F,否,3,1
嚴重特殊傳染性肺炎,2022,14,台南市,北區,F,否,30-34,1
嚴重特殊傳染性肺炎,2022,14,台南市,永康區,F,否,30-34,1
嚴重特殊傳染性肺炎,2022,14,台南市,將軍區,F,否,30-34,1
嚴重特殊傳染性肺炎,2022,14,台南市,歸仁區,F,否,30-34,2
嚴重特殊傳染性肺炎,2022,14,台南市,東區,F,否,40-44,1
嚴重特殊傳染性肺炎,2022,14,台南市,北區,F,否,50-54,1
嚴重特殊傳染性肺炎,2022,14,台南市,永康區,F,否,5-9,1
嚴重特殊傳染性肺炎,2022,14,台南市,東區,F,否,60-64,1
嚴重特殊傳染性肺炎,2022,14,台南市,將軍區,F,否,65-69,1
嚴重特殊傳染性肺炎,2022,14,台南市,將軍區,M,否,0,1
嚴重特殊傳染性肺炎,2022,14,台南市,永康區,M,否,10-14,1
嚴重特殊傳染性肺炎,2022,14,台南市,安南區,M,否,10-14,1
嚴重特殊傳染性肺炎,2022,14,台南市,安南區,M,否,15-19,1
嚴重特殊傳染性肺炎,2022,14,台南市,東區,M,否,15-19,1
嚴重特殊傳染性肺炎,2022,14,台南市,善化區,M,否,15-19,1
嚴重特殊傳染性肺炎,2022,14,台南市,永康區,M,否,2,1
嚴重特殊傳染性肺炎,2022,14,台南市,東區,M,否,20-24,2
嚴重特殊傳染性肺炎,2022,14,台南市,歸仁區,M,否,20-24,1
嚴重特殊傳染性肺炎,2022,14,台南市,永康區,M,否,25-29,1
嚴重特殊傳染性肺炎,2022,14,台南市,善化區,M,否,25-29,1
嚴重特殊傳染性肺炎,2022,14,台南市,新市區,M,否,25-29,1
嚴重特殊傳染性肺炎,2022,14,台南市,歸仁區,M,否,25-29,1
嚴重特殊傳染性肺炎,2022,14,台南市,將軍區,M,否,3,1
嚴重特殊傳染性肺炎,2022,14,台南市,北區,M,否,30-34,1
嚴重特殊傳染性肺炎,2022,14,台南市,安平區,M,否,30-34,1
嚴重特殊傳染性肺炎,2022,14,台南市,歸仁區,M,否,30-34,1
嚴重特殊傳染性肺炎,2022,14,台南市,將軍區,M,否,35-39,1
嚴重特殊傳染性肺炎,2022,14,台南市,中西區,M,否,4,1
嚴重特殊傳染性肺炎,2022,14,台南市,永康區,M,否,45-49,1
嚴重特殊傳染性肺炎,2022,14,台南市,官田區,M,否,45-49,1
嚴重特殊傳染性肺炎,2022,14,台南市,麻豆區,M,否,55-59,1
嚴重特殊傳染性肺炎,2022,14,台南市,永康區,M,否,5-9,4
嚴重特殊傳染性肺炎,2022,14,台南市,將軍區,M,否,65-69,1
嚴重特殊傳染性肺炎,2022,14,宜蘭縣,羅東鎮,F,否,1,1
嚴重特殊傳染性肺炎,2022,14,宜蘭縣,三星鄉,F,否,15-19,1
嚴重特殊傳染性肺炎,2022,14,宜蘭縣,冬山鄉,F,否,15-19,1
嚴重特殊傳染性肺炎,2022,14,宜蘭縣,頭城鎮,F,否,20-24,1
嚴重特殊傳染性肺炎,2022,14,宜蘭縣,五結鄉,F,否,25-29,1
嚴重特殊傳染性肺炎,2022,14,宜蘭縣,宜蘭市,F,否,3,1
嚴重特殊傳染性肺炎,2022,14,宜蘭縣,宜蘭市,F,否,30-34,3
嚴重特殊傳染性肺炎,2022,14,宜蘭縣,冬山鄉,F,否,35-39,2
嚴重特殊傳染性肺炎,2022,14,宜蘭縣,宜蘭市,F,否,35-39,1
嚴重特殊傳染性肺炎,2022,14,宜蘭縣,員山鄉,F,否,35-39,1
嚴重特殊傳染性肺炎,2022,14,宜蘭縣,羅東鎮,F,否,35-39,1
嚴重特殊傳染性肺炎,2022,14,宜蘭縣,宜蘭市,F,否,40-44,4
嚴重特殊傳染性肺炎,2022,14,宜蘭縣,員山鄉,F,否,40-44,1
嚴重特殊傳染性肺炎,2022,14,宜蘭縣,蘇澳鎮,F,否,55-59,1
嚴重特殊傳染性肺炎,2022,14,宜蘭縣,冬山鄉,F,否,5-9,2
嚴重特殊傳染性肺炎,2022,14,宜蘭縣,宜蘭市,F,否,5-9,3
嚴重特殊傳染性肺炎,2022,14,宜蘭縣,員山鄉,F,否,5-9,1
嚴重特殊傳染性肺炎,2022,14,宜蘭縣,礁溪鄉,F,否,5-9,1
嚴重特殊傳染性肺炎,2022,14,宜蘭縣,員山鄉,F,否,60-64,1
嚴重特殊傳染性肺炎,2022,14,宜蘭縣,羅東鎮,F,否,60-64,1
嚴重特殊傳染性肺炎,2022,14,宜蘭縣,員山鄉,F,否,70+,1
嚴重特殊傳染性肺炎,2022,14,宜蘭縣,宜蘭市,M,否,10-14,1
嚴重特殊傳染性肺炎,2022,14,宜蘭縣,礁溪鄉,M,否,25-29,1
嚴重特殊傳染性肺炎,2022,14,宜蘭縣,冬山鄉,M,否,35-39,1
嚴重特殊傳染性肺炎,2022,14,宜蘭縣,壯圍鄉,M,否,35-39,1
嚴重特殊傳染性肺炎,2022,14,宜蘭縣,宜蘭市,M,否,40-44,2
嚴重特殊傳染性肺炎,2022,14,宜蘭縣,冬山鄉,M,否,5-9,1
嚴重特殊傳染性肺炎,2022,14,宜蘭縣,宜蘭市,M,否,5-9,3
嚴重特殊傳染性肺炎,2022,14,宜蘭縣,羅東鎮,M,否,5-9,1
嚴重特殊傳染性肺炎,2022,14,宜蘭縣,羅東鎮,M,否,65-69,1
嚴重特殊傳染性肺炎,2022,14,空值,空值,F,是,0,1
嚴重特殊傳染性肺炎,2022,14,空值,空值,F,是,10-14,2
嚴重特殊傳染性肺炎,2022,14,空值,空值,F,是,15-19,17
嚴重特殊傳染性肺炎,2022,14,空值,空值,F,是,2,1
嚴重特殊傳染性肺炎,2022,14,空值,空值,F,是,20-24,82
嚴重特殊傳染性肺炎,2022,14,空值,空值,F,是,25-29,75
嚴重特殊傳染性肺炎,2022,14,空值,空值,F,是,3,1
嚴重特殊傳染性肺炎,2022,14,空值,空值,F,是,30-34,51
嚴重特殊傳染性肺炎,2022,14,空值,空值,F,是,35-39,54
嚴重特殊傳染性肺炎,2022,14,空值,空值,F,是,4,3
嚴重特殊傳染性肺炎,2022,14,空值,空值,F,是,40-44,24
嚴重特殊傳染性肺炎,2022,14,空值,空值,F,是,45-49,15
嚴重特殊傳染性肺炎,2022,14,空值,空值,F,是,50-54,10
嚴重特殊傳染性肺炎,2022,14,空值,空值,F,是,55-59,6
嚴重特殊傳染性肺炎,2022,14,空值,空值,F,是,5-9,4
嚴重特殊傳染性肺炎,2022,14,空值,空值,F,是,60-64,2
嚴重特殊傳染性肺炎,2022,14,空值,空值,F,是,65-69,9
嚴重特殊傳染性肺炎,2022,14,空值,空值,F,是,70+,5
嚴重特殊傳染性肺炎,2022,14,空值,空值,M,是,1,1
嚴重特殊傳染性肺炎,2022,14,空值,空值,M,是,10-14,1
嚴重特殊傳染性肺炎,2022,14,空值,空值,M,是,15-19,26
嚴重特殊傳染性肺炎,2022,14,空值,空值,M,是,20-24,79
嚴重特殊傳染性肺炎,2022,14,空值,空值,M,是,25-29,74
嚴重特殊傳染性肺炎,2022,14,空值,空值,M,是,3,4
嚴重特殊傳染性肺炎,2022,14,空值,空值,M,是,30-34,76
嚴重特殊傳染性肺炎,2022,14,空值,空值,M,是,35-39,67
嚴重特殊傳染性肺炎,2022,14,空值,空值,M,是,40-44,35
嚴重特殊傳染性肺炎,2022,14,空值,空值,M,是,45-49,16
嚴重特殊傳染性肺炎,2022,14,空值,空值,M,是,50-54,22
嚴重特殊傳染性肺炎,2022,14,空值,空值,M,是,55-59,9
嚴重特殊傳染性肺炎,2022,14,空值,空值,M,是,5-9,2
嚴重特殊傳染性肺炎,2022,14,空值,空值,M,是,60-64,13
嚴重特殊傳染性肺炎,2022,14,空值,空值,M,是,65-69,6
嚴重特殊傳染性肺炎,2022,14,空值,空值,M,是,70+,8
嚴重特殊傳染性肺炎,2022,14,花蓮縣,吉安鄉,F,否,10-14,2
嚴重特殊傳染性肺炎,2022,14,花蓮縣,花蓮市,F,否,10-14,1
嚴重特殊傳染性肺炎,2022,14,花蓮縣,吉安鄉,F,否,15-19,1
嚴重特殊傳染性肺炎,2022,14,花蓮縣,花蓮市,F,否,15-19,1
嚴重特殊傳染性肺炎,2022,14,花蓮縣,壽豐鄉,F,否,15-19,1
嚴重特殊傳染性肺炎,2022,14,花蓮縣,吉安鄉,F,否,2,1
嚴重特殊傳染性肺炎,2022,14,花蓮縣,花蓮市,F,否,2,1
嚴重特殊傳染性肺炎,2022,14,花蓮縣,吉安鄉,F,否,20-24,6
嚴重特殊傳染性肺炎,2022,14,花蓮縣,花蓮市,F,否,20-24,4
嚴重特殊傳染性肺炎,2022,14,花蓮縣,壽豐鄉,F,否,20-24,1
嚴重特殊傳染性肺炎,2022,14,花蓮縣,吉安鄉,F,否,25-29,1
嚴重特殊傳染性肺炎,2022,14,花蓮縣,秀林鄉,F,否,25-29,1
嚴重特殊傳染性肺炎,2022,14,花蓮縣,花蓮市,F,否,25-29,4
嚴重特殊傳染性肺炎,2022,14,花蓮縣,光復鄉,F,否,30-34,1
嚴重特殊傳染性肺炎,2022,14,花蓮縣,吉安鄉,F,否,30-34,2
嚴重特殊傳染性肺炎,2022,14,花蓮縣,秀林鄉,F,否,30-34,1
嚴重特殊傳染性肺炎,2022,14,花蓮縣,花蓮市,F,否,30-34,4
嚴重特殊傳染性肺炎,2022,14,花蓮縣,萬榮鄉,F,否,30-34,1
嚴重特殊傳染性肺炎,2022,14,花蓮縣,壽豐鄉,F,否,30-34,1
嚴重特殊傳染性肺炎,2022,14,花蓮縣,吉安鄉,F,否,35-39,3
嚴重特殊傳染性肺炎,2022,14,花蓮縣,花蓮市,F,否,35-39,1
嚴重特殊傳染性肺炎,2022,14,花蓮縣,瑞穗鄉,F,否,35-39,1
嚴重特殊傳染性肺炎,2022,14,花蓮縣,花蓮市,F,否,4,1
嚴重特殊傳染性肺炎,2022,14,花蓮縣,秀林鄉,F,否,40-44,1
嚴重特殊傳染性肺炎,2022,14,花蓮縣,花蓮市,F,否,40-44,2
嚴重特殊傳染性肺炎,2022,14,花蓮縣,壽豐鄉,F,否,40-44,1
嚴重特殊傳染性肺炎,2022,14,花蓮縣,吉安鄉,F,否,45-49,3
嚴重特殊傳染性肺炎,2022,14,花蓮縣,花蓮市,F,否,50-54,2
嚴重特殊傳染性肺炎,2022,14,花蓮縣,花蓮市,F,否,55-59,2
嚴重特殊傳染性肺炎,2022,14,花蓮縣,吉安鄉,F,否,5-9,1
嚴重特殊傳染性肺炎,2022,14,花蓮縣,壽豐鄉,F,否,5-9,1
嚴重特殊傳染性肺炎,2022,14,花蓮縣,吉安鄉,F,否,60-64,1
嚴重特殊傳染性肺炎,2022,14,花蓮縣,吉安鄉,F,否,65-69,1
嚴重特殊傳染性肺炎,2022,14,花蓮縣,花蓮市,F,否,70+,2
嚴重特殊傳染性肺炎,2022,14,花蓮縣,花蓮市,M,否,10-14,1
嚴重特殊傳染性肺炎,2022,14,花蓮縣,吉安鄉,M,否,15-19,2
嚴重特殊傳染性肺炎,2022,14,花蓮縣,吉安鄉,M,否,20-24,2
嚴重特殊傳染性肺炎,2022,14,花蓮縣,花蓮市,M,否,20-24,6
嚴重特殊傳染性肺炎,2022,14,花蓮縣,新城鄉,M,否,20-24,1
嚴重特殊傳染性肺炎,2022,14,花蓮縣,壽豐鄉,M,否,20-24,1
嚴重特殊傳染性肺炎,2022,14,花蓮縣,吉安鄉,M,否,25-29,4
嚴重特殊傳染性肺炎,2022,14,花蓮縣,花蓮市,M,否,25-29,1
嚴重特殊傳染性肺炎,2022,14,花蓮縣,新城鄉,M,否,25-29,1
嚴重特殊傳染性肺炎,2022,14,花蓮縣,吉安鄉,M,否,30-34,1
嚴重特殊傳染性肺炎,2022,14,花蓮縣,壽豐鄉,M,否,30-34,1
嚴重特殊傳染性肺炎,2022,14,花蓮縣,吉安鄉,M,否,35-39,4
嚴重特殊傳染性肺炎,2022,14,花蓮縣,花蓮市,M,否,35-39,2
嚴重特殊傳染性肺炎,2022,14,花蓮縣,壽豐鄉,M,否,35-39,2
嚴重特殊傳染性肺炎,2022,14,花蓮縣,光復鄉,M,否,40-44,1
嚴重特殊傳染性肺炎,2022,14,花蓮縣,花蓮市,M,否,40-44,3
嚴重特殊傳染性肺炎,2022,14,花蓮縣,新城鄉,M,否,45-49,2
嚴重特殊傳染性肺炎,2022,14,花蓮縣,瑞穗鄉,M,否,45-49,1
嚴重特殊傳染性肺炎,2022,14,花蓮縣,花蓮市,M,否,55-59,1
嚴重特殊傳染性肺炎,2022,14,花蓮縣,吉安鄉,M,否,5-9,2
嚴重特殊傳染性肺炎,2022,14,花蓮縣,花蓮市,M,否,5-9,2
嚴重特殊傳染性肺炎,2022,14,花蓮縣,花蓮市,M,否,60-64,2
嚴重特殊傳染性肺炎,2022,14,花蓮縣,豐濱鄉,M,否,65-69,1
嚴重特殊傳染性肺炎,2022,14,金門縣,金城鎮,F,否,70+,1
嚴重特殊傳染性肺炎,2022,14,南投縣,南投市,F,否,50-54,1
嚴重特殊傳染性肺炎,2022,14,南投縣,埔里鎮,M,否,30-34,1
嚴重特殊傳染性肺炎,2022,14,南投縣,南投市,M,否,50-54,1
嚴重特殊傳染性肺炎,2022,14,屏東縣,里港鄉,F,否,20-24,1
嚴重特殊傳染性肺炎,2022,14,屏東縣,鹽埔鄉,F,否,20-24,1
嚴重特殊傳染性肺炎,2022,14,屏東縣,內埔鄉,F,否,25-29,1
嚴重特殊傳染性肺炎,2022,14,屏東縣,長治鄉,F,否,25-29,1
嚴重特殊傳染性肺炎,2022,14,屏東縣,屏東市,F,否,25-29,1
嚴重特殊傳染性肺炎,2022,14,屏東縣,恆春鎮,F,否,25-29,1
嚴重特殊傳染性肺炎,2022,14,屏東縣,琉球鄉,F,否,25-29,1
嚴重特殊傳染性肺炎,2022,14,屏東縣,九如鄉,F,否,30-34,1
嚴重特殊傳染性肺炎,2022,14,屏東縣,內埔鄉,F,否,30-34,1
嚴重特殊傳染性肺炎,2022,14,屏東縣,里港鄉,F,否,30-34,1
嚴重特殊傳染性肺炎,2022,14,屏東縣,九如鄉,F,否,35-39,1
嚴重特殊傳染性肺炎,2022,14,屏東縣,里港鄉,F,否,35-39,1
嚴重特殊傳染性肺炎,2022,14,屏東縣,長治鄉,F,否,35-39,1
嚴重特殊傳染性肺炎,2022,14,屏東縣,屏東市,F,否,35-39,6
嚴重特殊傳染性肺炎,2022,14,屏東縣,屏東市,F,否,40-44,2
嚴重特殊傳染性肺炎,2022,14,屏東縣,鹽埔鄉,F,否,40-44,1
嚴重特殊傳染性肺炎,2022,14,屏東縣,九如鄉,F,否,45-49,1
嚴重特殊傳染性肺炎,2022,14,屏東縣,里港鄉,F,否,45-49,2
嚴重特殊傳染性肺炎,2022,14,屏東縣,里港鄉,F,否,50-54,1
嚴重特殊傳染性肺炎,2022,14,屏東縣,枋寮鄉,F,否,5-9,3
嚴重特殊傳染性肺炎,2022,14,屏東縣,長治鄉,F,否,5-9,1
嚴重特殊傳染性肺炎,2022,14,屏東縣,枋寮鄉,F,否,60-64,1
嚴重特殊傳染性肺炎,2022,14,屏東縣,竹田鄉,M,否,20-24,1
嚴重特殊傳染性肺炎,2022,14,屏東縣,車城鄉,M,否,20-24,1
嚴重特殊傳染性肺炎,2022,14,屏東縣,來義鄉,M,否,20-24,1
嚴重特殊傳染性肺炎,2022,14,屏東縣,屏東市,M,否,20-24,1
嚴重特殊傳染性肺炎,2022,14,屏東縣,高樹鄉,M,否,20-24,1
嚴重特殊傳染性肺炎,2022,14,屏東縣,車城鄉,M,否,25-29,1
嚴重特殊傳染性肺炎,2022,14,屏東縣,屏東市,M,否,25-29,1
嚴重特殊傳染性肺炎,2022,14,屏東縣,琉球鄉,M,否,25-29,1
嚴重特殊傳染性肺炎,2022,14,屏東縣,九如鄉,M,否,30-34,3
嚴重特殊傳染性肺炎,2022,14,屏東縣,九如鄉,M,否,35-39,1
嚴重特殊傳染性肺炎,2022,14,屏東縣,枋寮鄉,M,否,35-39,1
嚴重特殊傳染性肺炎,2022,14,屏東縣,九如鄉,M,否,40-44,1
嚴重特殊傳染性肺炎,2022,14,屏東縣,竹田鄉,M,否,40-44,1
嚴重特殊傳染性肺炎,2022,14,屏東縣,里港鄉,M,否,40-44,1
嚴重特殊傳染性肺炎,2022,14,屏東縣,屏東市,M,否,45-49,2
嚴重特殊傳染性肺炎,2022,14,屏東縣,高樹鄉,M,否,45-49,1
嚴重特殊傳染性肺炎,2022,14,屏東縣,九如鄉,M,否,50-54,1
嚴重特殊傳染性肺炎,2022,14,屏東縣,琉球鄉,M,否,50-54,1
嚴重特殊傳染性肺炎,2022,14,屏東縣,內埔鄉,M,否,55-59,1
嚴重特殊傳染性肺炎,2022,14,屏東縣,枋寮鄉,M,否,5-9,1
嚴重特殊傳染性肺炎,2022,14,屏東縣,屏東市,M,否,5-9,1
嚴重特殊傳染性肺炎,2022,14,苗栗縣,竹南鎮,F,否,15-19,1
嚴重特殊傳染性肺炎,2022,14,苗栗縣,後龍鎮,F,否,20-24,1
嚴重特殊傳染性肺炎,2022,14,苗栗縣,竹南鎮,F,否,30-34,1
